                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 1.2364,                 1.2675,                 1.1415,                0.00161,                    0.2,                0.00111,                0.00023,                 2.8495,                  96.29,                 4.5596,               0.039441,              0.0044408,              0.0044408
                     34,                 1.2806,                 1.2593,                 1.0959,                0.00161,                    0.2,                0.00111,                0.00023,                 2.8495,                  96.29,                 4.5596,               0.037511,              0.0045111,              0.0045111
                     35,                 1.2952,                  1.238,                 1.1885,                0.00298,                0.26667,                0.00225,                 0.0006,                 2.4476,                 6.9271,                   3.31,               0.035577,              0.0045775,              0.0045775
                     36,                 1.2207,                 1.1647,                   1.18,                0.00663,                0.53333,                0.00783,                0.00162,                 2.8515,                 4.5522,                 3.6377,                0.03364,              0.0046399,              0.0046399
                     37,                  1.217,                 1.5077,                   1.28,                0.00663,                0.53333,                0.00783,                0.00162,                 2.8515,                 4.5522,                 3.6377,               0.031698,              0.0046983,              0.0046983
                     38,                  1.345,                 1.3914,                 1.3867,                0.00297,                0.53333,                  0.006,                0.00105,                 3.3151,                 7.5465,                 6.1193,               0.029753,              0.0047528,              0.0047528
                     39,                 1.2339,                  1.197,                 1.1536,                0.00532,                0.26667,                0.01196,                0.00231,                  2.865,                 391.77,                 4.7497,               0.027803,              0.0048033,              0.0048033
                     40,                 1.2578,                 1.0272,                 1.1573,                0.00532,                0.26667,                0.01196,                0.00231,                  2.865,                 391.77,                 4.7497,                0.02585,              0.0048498,              0.0048498
                     41,                 1.1096,                0.92205,                 1.0651,                0.00841,                    0.6,                 0.0143,                0.00908,                 1.6571,                    inf,                 1.9677,               0.023892,              0.0048924,              0.0048924
                     42,                 1.3141,                 1.3746,                 1.3563,                0.00842,                    0.6,                0.01106,                0.00526,                  1.673,                    inf,                 1.7751,               0.021931,               0.004931,               0.004931
                     43,                 1.2921,                 1.1137,                 1.2493,                0.00842,                    0.6,                0.01106,                0.00526,                  1.673,                    inf,                 1.7751,               0.019966,              0.0049657,              0.0049657
                     44,                 1.2337,                 1.0489,                 1.1934,                0.00704,                0.53333,                0.00915,                0.00498,                 1.6275,                    inf,                 1.7324,               0.017996,              0.0049964,              0.0049964
                     45,                 1.1943,                0.97516,                  1.099,                0.00704,                0.53333,                0.00915,                0.00498,                 1.6275,                    inf,                 1.7324,               0.016023,              0.0050232,              0.0050232
                     46,                 1.1644,                 1.0052,                 1.0573,                0.23032,                    0.8,                0.22524,                0.15453,                 1.3439,                 229.79,                 1.4559,               0.014046,               0.005046,               0.005046
                     47,                 1.1599,                 1.0479,                 1.1257,                0.23032,                    0.8,                0.22524,                0.15453,                 1.3439,                 229.79,                 1.4559,               0.012065,              0.0050648,              0.0050648
                     48,                 1.1211,                0.97992,                 1.0901,                0.52167,                0.57819,                0.64391,                0.38916,                 1.3958,                 21.831,                 1.5583,                0.01008,              0.0050797,              0.0050797
                     49,                 1.1113,                0.95144,                 1.1102,                0.52167,                0.57819,                0.64391,                0.38916,                 1.3958,                 21.831,                 1.5583,              0.0080906,              0.0050906,              0.0050906
                     50,                 1.0768,                0.83104,                  1.072,                0.60615,                    0.6,                0.78018,                0.56244,                 1.3795,                 7.6049,                 1.6253,              0.0060975,              0.0050975,              0.0050975
                     51,                 1.2963,                0.91909,                  1.156,                0.60615,                    0.6,                0.78018,                0.56244,                 1.3795,                 7.6049,                 1.6253,                0.00505,                0.00505,                0.00505
                     52,                 1.1431,                0.92756,                 1.1442,                0.74311,                0.51386,                0.58682,                 0.4198,                 1.3516,                 3.1614,                 1.4381,               0.004951,               0.004951,               0.004951
                     53,                 1.0431,                0.86915,                 1.0452,                0.74311,                0.51386,                0.58682,                 0.4198,                 1.3516,                 3.1614,                 1.4381,               0.004852,               0.004852,               0.004852
                     54,                 1.2048,                 0.9386,                 1.0686,                0.63368,                0.46667,                0.49885,                 0.3859,                  1.216,                 2.7378,                 1.2252,               0.004753,               0.004753,               0.004753
                     55,                 1.0598,                0.98225,                   1.06,                0.63368,                0.46667,                0.49885,                 0.3859,                  1.216,                 2.7378,                 1.2252,               0.004654,               0.004654,               0.004654
                     56,                  1.157,                 1.0547,                 1.0947,                0.68939,                0.57721,                0.50316,                 0.3634,                 1.3502,                 3.2041,                 1.3374,               0.004555,               0.004555,               0.004555
                     57,                 1.0729,                0.95178,                 1.0687,                0.68939,                0.57721,                0.50316,                 0.3634,                 1.3502,                 3.2041,                 1.3374,               0.004456,               0.004456,               0.004456
                     58,                 1.0675,                 1.0552,                  1.179,                0.61128,                0.52408,                0.57292,                0.40155,                 1.4062,                 7.5004,                 1.4307,               0.004357,               0.004357,               0.004357
                     59,                 1.2188,                  1.042,                 1.2434,                0.61128,                0.52408,                0.57292,                0.40155,                 1.4062,                 7.5004,                 1.4307,               0.004258,               0.004258,               0.004258
                     60,                 1.0262,                0.91677,                 1.0454,                0.87449,                 0.6301,                0.70146,                0.52971,                 1.1645,                 2.9614,                  1.271,               0.004159,               0.004159,               0.004159
                     61,                 1.1344,                  1.043,                 1.1096,                0.87449,                 0.6301,                0.70146,                0.52971,                 1.1645,                 2.9614,                  1.271,                0.00406,                0.00406,                0.00406
                     62,                 1.1026,                0.93771,                 1.0881,                0.73664,                0.73333,                0.76141,                0.59402,                 1.0879,                  1.946,                 1.2546,               0.003961,               0.003961,               0.003961
                     63,                0.99628,                0.81478,                 1.0554,                0.73664,                0.73333,                0.76141,                0.59402,                 1.0879,                  1.946,                 1.2546,               0.003862,               0.003862,               0.003862
                     64,                0.99366,                0.85708,                 1.1409,                  0.924,                0.72718,                0.89421,                 0.6621,                 1.1069,                 1.6107,                  1.278,               0.003763,               0.003763,               0.003763
                     65,                0.97849,                0.87734,                  1.073,                  0.924,                0.72718,                0.89421,                 0.6621,                 1.1069,                 1.6107,                  1.278,               0.003664,               0.003664,               0.003664
                     66,                 1.1137,                0.83896,                 1.1688,                0.88275,                0.87404,                  0.945,                0.68376,                 1.0376,                 1.3217,                  1.177,               0.003565,               0.003565,               0.003565
                     67,                  1.153,                0.99821,                 1.2135,                0.88275,                0.87404,                  0.945,                0.68376,                 1.0376,                 1.3217,                  1.177,               0.003466,               0.003466,               0.003466
                     68,                 1.1723,                0.95499,                 1.1507,                0.82033,                0.92595,                0.93574,                0.72122,                0.96331,                 1.0607,                 1.0761,               0.003367,               0.003367,               0.003367
                     69,                0.98972,                0.82053,                 1.0518,                0.82033,                0.92595,                0.93574,                0.72122,                0.96331,                 1.0607,                 1.0761,               0.003268,               0.003268,               0.003268
                     70,                 1.0522,                0.87134,                 1.0803,                0.88351,                0.88901,                0.94357,                0.72236,                0.92261,                0.96304,                 1.0458,               0.003169,               0.003169,               0.003169
                     71,                 1.0704,                0.87784,                  1.075,                0.88351,                0.88901,                0.94357,                0.72236,                0.92261,                0.96304,                 1.0458,                0.00307,                0.00307,                0.00307
                     72,                0.98688,                0.78409,                 1.0539,                0.88275,                0.97413,                0.96262,                0.74605,                0.88166,                0.80918,                 1.0341,               0.002971,               0.002971,               0.002971
                     73,                 1.0244,                0.73657,                 1.0385,                0.88275,                0.97413,                0.96262,                0.74605,                0.88166,                0.80918,                 1.0341,               0.002872,               0.002872,               0.002872
                     74,                0.96865,                0.84143,                   1.08,                0.90462,                      1,                0.98389,                0.75848,                0.91589,                0.73443,                 1.0633,               0.002773,               0.002773,               0.002773
                     75,                 1.0229,                0.73451,                 1.0828,                0.90462,                      1,                0.98389,                0.75848,                0.91589,                0.73443,                 1.0633,               0.002674,               0.002674,               0.002674
                     76,                 1.0024,                0.73319,                  1.062,                0.96583,                0.98956,                  0.995,                0.79426,                0.84427,                0.65131,                 1.0333,               0.002575,               0.002575,               0.002575
                     77,                 1.0022,                0.80993,                 1.1241,                0.96583,                0.98956,                  0.995,                0.79426,                0.84427,                0.65131,                 1.0333,               0.002476,               0.002476,               0.002476
                     78,                0.98913,                0.74718,                 1.0292,                0.97341,                0.99205,                  0.995,                0.80956,                0.81181,                0.63434,                 1.0008,               0.002377,               0.002377,               0.002377
                     79,                 1.0152,                0.71529,                 1.0869,                0.97341,                0.99205,                  0.995,                0.80956,                0.81181,                0.63434,                 1.0008,               0.002278,               0.002278,               0.002278
                     80,                0.98383,                0.82858,                 1.1274,                0.96404,                0.99698,                  0.995,                0.81892,                0.81281,                0.68545,                  1.002,               0.002179,               0.002179,               0.002179
                     81,                 1.0296,                0.79645,                  1.151,                0.96404,                0.99698,                  0.995,                0.81892,                0.81281,                0.68545,                  1.002,                0.00208,                0.00208,                0.00208
                     82,                0.97218,                0.68401,                  1.018,                0.87727,                 0.9214,                  0.995,                0.80716,                0.86069,                0.85701,                 1.0205,               0.001981,               0.001981,               0.001981
                     83,                0.99936,                 0.8031,                 1.1034,                0.87727,                 0.9214,                  0.995,                0.80716,                0.86069,                0.85701,                 1.0205,               0.001882,               0.001882,               0.001882
                     84,                0.99494,                0.73649,                 1.0746,                0.77377,                0.95866,                  0.995,                0.80015,                0.84404,                0.88278,                 1.0162,               0.001783,               0.001783,               0.001783
                     85,                0.97424,                0.78771,                 1.0406,                0.77377,                0.95866,                  0.995,                0.80015,                0.84404,                0.88278,                 1.0162,               0.001684,               0.001684,               0.001684
                     86,                 1.0006,                0.73533,                 1.0544,                0.81465,                0.98099,                  0.995,                 0.8041,                 0.8247,                0.78809,                 1.0085,               0.001585,               0.001585,               0.001585
                     87,                 1.0531,                0.90758,                 1.0791,                0.81465,                0.98099,                  0.995,                 0.8041,                 0.8247,                0.78809,                 1.0085,               0.001486,               0.001486,               0.001486
                     88,                 1.0721,                0.82661,                 1.2014,                0.94033,                      1,                  0.995,                0.82843,                0.82546,                0.66193,                 1.0094,               0.001387,               0.001387,               0.001387
                     89,                0.94622,                0.69759,                 1.0912,                0.94033,                      1,                  0.995,                0.82843,                0.82546,                0.66193,                 1.0094,               0.001288,               0.001288,               0.001288
                     90,                 1.0197,                0.76941,                 1.0613,                0.96651,                      1,                  0.995,                  0.813,                0.84225,                0.59493,                 1.0099,               0.001189,               0.001189,               0.001189
                     91,                 1.0383,                0.90469,                   1.18,                0.96651,                      1,                  0.995,                  0.813,                0.84225,                0.59493,                 1.0099,                0.00109,                0.00109,                0.00109
                     92,                0.94731,                0.86654,                 1.0612,                0.97829,                      1,                  0.995,                0.78702,                0.88927,                0.60336,                 1.0203,               0.000991,               0.000991,               0.000991
                     93,                0.84744,                0.72456,                0.99305,                0.97829,                      1,                  0.995,                0.78702,                0.88927,                0.60336,                 1.0203,               0.000892,               0.000892,               0.000892
                     94,                0.97401,                0.81699,                 1.0852,                0.96353,                0.99207,                  0.995,                0.77331,                0.96615,                0.65402,                 1.0449,               0.000793,               0.000793,               0.000793
                     95,                0.99397,                0.73235,                 1.0926,                0.96353,                0.99207,                  0.995,                0.77331,                0.96615,                0.65402,                 1.0449,               0.000694,               0.000694,               0.000694
                     96,                0.97758,                 0.7715,                 1.1222,                0.96564,                  0.989,                  0.995,                0.76726,                0.99046,                0.68799,                  1.049,               0.000595,               0.000595,               0.000595
                     97,                0.93898,                0.90005,                0.96209,                0.96564,                  0.989,                  0.995,                0.76726,                0.99046,                0.68799,                  1.049,               0.000496,               0.000496,               0.000496
                     98,                0.91973,                0.72478,                 1.0384,                0.98178,                      1,                  0.995,                0.77708,                0.97844,                0.67216,                 1.0426,               0.000397,               0.000397,               0.000397
                     99,                0.82362,                0.71765,                 1.0079,                0.98178,                      1,                  0.995,                0.77708,                0.97844,                0.67216,                 1.0426,               0.000298,               0.000298,               0.000298
                    100,                0.96179,                0.70507,                 1.0591,                0.97668,                0.99671,                  0.995,                0.77705,                0.95894,                0.64472,                 1.0364,               0.000199,               0.000199,               0.000199
