                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.1258,                 1.2263,                 1.1249,                0.49061,                0.64391,                0.44878,                0.27479,                 1.8042,                 14.032,                 3.0033,               0.037668,              0.0066677,              0.0066677
                     36,                 1.2149,                 1.1418,                  1.177,                0.20435,                0.42756,                0.10792,                 0.0845,                 1.7105,                 86.418,                 2.7296,               0.035854,               0.006854,               0.006854
                     37,                 1.3307,                   1.61,                 1.3242,                0.20435,                0.42756,                0.10792,                 0.0845,                 1.7105,                 86.418,                 2.7296,                0.03404,              0.0070398,              0.0070398
                     38,                 1.3755,                 1.7079,                 1.3918,                0.50532,                0.38931,                 0.4357,                0.30998,                 1.3595,                 41.991,                 1.6472,               0.032225,              0.0072253,              0.0072253
                     39,                 1.3046,                  1.512,                 1.2064,                0.23904,                0.53333,                0.40805,                0.32141,                 1.3967,                 4.5167,                 1.5727,                0.03041,              0.0074103,              0.0074103
                     40,                 1.2541,                 1.2043,                 1.1782,                0.23904,                0.53333,                0.40805,                0.32141,                 1.3967,                 4.5167,                 1.5727,               0.028595,               0.007595,               0.007595
                     41,                 1.2587,                 1.0556,                 1.1425,                0.87637,                    0.2,                0.47629,                0.28301,                 1.6978,                 5.4409,                 1.7221,               0.026779,              0.0077792,              0.0077792
                     42,                 1.2391,                  1.268,                  1.304,                0.17608,                    0.8,                0.51401,                0.34558,                 1.4777,                 4.9484,                 1.6214,               0.024963,              0.0079631,              0.0079631
                     43,                 1.2966,                 1.2618,                 1.2446,                0.17608,                    0.8,                0.51401,                0.34558,                 1.4777,                 4.9484,                 1.6214,               0.023147,              0.0081466,              0.0081466
                     44,                 1.2191,                 1.3095,                 1.2199,                0.35825,                0.59432,                0.56551,                0.35563,                 1.4285,                  5.546,                 1.6827,                0.02133,              0.0083296,              0.0083296
                     45,                 1.3973,                 1.1159,                 1.1952,                0.35825,                0.59432,                0.56551,                0.35563,                 1.4285,                  5.546,                 1.6827,               0.019512,              0.0085123,              0.0085123
                     46,                 1.2592,                 1.0792,                  1.105,                0.67406,                0.66667,                0.62874,                0.40676,                  1.414,                 4.2435,                 1.8166,               0.017695,              0.0086946,              0.0086946
                     47,                 1.3638,                 1.1962,                 1.2424,                0.67406,                0.66667,                0.62874,                0.40676,                  1.414,                 4.2435,                 1.8166,               0.015876,              0.0088765,              0.0088765
                     48,                 1.2297,                 1.2866,                 1.1364,                 0.8301,                0.66667,                 0.8602,                0.57413,                 1.3743,                 3.7161,                 1.6936,               0.014058,               0.009058,               0.009058
                     49,                 1.2519,                 1.0659,                 1.2102,                 0.8301,                0.66667,                 0.8602,                0.57413,                 1.3743,                 3.7161,                 1.6936,               0.012239,              0.0092391,              0.0092391
                     50,                 1.1776,                0.85841,                 1.1474,                      1,                0.66667,                0.78262,                0.52575,                 1.1263,                 7.8214,                 1.3968,                0.01042,              0.0094198,              0.0094198
                     51,                 1.2422,                 1.0683,                 1.1732,                      1,                0.66667,                0.78262,                0.52575,                 1.1263,                 7.8214,                 1.3968,               0.009505,               0.009505,               0.009505
                     52,                 1.1804,                0.98966,                 1.2102,                0.90476,                0.66667,                0.70832,                0.43536,                 1.1672,                 11.914,                 1.5417,              0.0094951,              0.0094951,              0.0094951
                     53,                 1.0841,                0.94884,                 1.0871,                0.90476,                0.66667,                0.70832,                0.43536,                 1.1672,                 11.914,                 1.5417,              0.0094852,              0.0094852,              0.0094852
                     54,                 1.1438,                  1.157,                 1.0976,                0.40896,                    0.8,                0.81816,                0.61623,                0.99775,                 18.524,                 1.3593,              0.0094753,              0.0094753,              0.0094753
                     55,                 1.2279,                 1.2484,                 1.1608,                0.40896,                    0.8,                0.81816,                0.61623,                0.99775,                 18.524,                 1.3593,              0.0094654,              0.0094654,              0.0094654
                     56,                 1.2826,                  1.295,                 1.1718,                 0.4727,                0.93454,                0.83706,                0.61805,                 1.0925,                 11.068,                 1.4092,              0.0094555,              0.0094555,              0.0094555
                     57,                 1.1621,                 1.0103,                 1.1305,                 0.4727,                0.93454,                0.83706,                0.61805,                 1.0925,                 11.068,                 1.4092,              0.0094456,              0.0094456,              0.0094456
                     58,                 1.1556,                 1.1735,                 1.3037,                      1,                    0.6,                0.91013,                0.60457,                 1.2554,                 8.8703,                 1.5571,              0.0094357,              0.0094357,              0.0094357
                     59,                 1.3449,                  1.208,                 1.4089,                      1,                    0.6,                0.91013,                0.60457,                 1.2554,                 8.8703,                 1.5571,              0.0094258,              0.0094258,              0.0094258
                     60,                 1.2871,                 1.0353,                 1.1673,                      1,                    0.4,                0.91722,                0.67024,                  1.116,                 5.0913,                  1.364,              0.0094159,              0.0094159,              0.0094159
                     61,                 1.2373,                 1.1741,                 1.1992,                      1,                    0.4,                0.91722,                0.67024,                  1.116,                 5.0913,                  1.364,               0.009406,               0.009406,               0.009406
                     62,                 1.1527,                 1.1271,                 1.2027,                0.70782,                    0.6,                0.74128,                0.57746,                0.93315,                 3.4032,                 1.1627,              0.0093961,              0.0093961,              0.0093961
                     63,                 1.1565,                0.94815,                 1.1499,                0.70782,                    0.6,                0.74128,                0.57746,                0.93315,                 3.4032,                 1.1627,              0.0093862,              0.0093862,              0.0093862
                     64,                  1.125,                0.90265,                 1.2728,                0.57372,                0.46667,                0.36493,                0.26134,                 1.2965,                 2.5328,                 1.4398,              0.0093763,              0.0093763,              0.0093763
                     65,                 1.0512,                0.93014,                 1.1187,                0.57372,                0.46667,                0.36493,                0.26134,                 1.2965,                 2.5328,                 1.4398,              0.0093664,              0.0093664,              0.0093664
                     66,                 1.1821,                0.91392,                 1.2702,                0.00541,                0.33333,                0.00684,                0.00339,                 2.7665,                  4.997,                 2.8651,              0.0093565,              0.0093565,              0.0093565
                     67,                 1.1763,                 1.0028,                 1.2186,                0.00541,                0.33333,                0.00684,                0.00339,                 2.7665,                  4.997,                 2.8651,              0.0093466,              0.0093466,              0.0093466
                     68,                 1.2699,                 1.0496,                 1.2003,                0.28788,                0.73333,                0.48653,                0.31883,                 1.2997,                 2.1164,                 1.4041,              0.0093367,              0.0093367,              0.0093367
                     69,                 1.1797,                0.96739,                   1.13,                0.28788,                0.73333,                0.48653,                0.31883,                 1.2997,                 2.1164,                 1.4041,              0.0093268,              0.0093268,              0.0093268
                     70,                 1.2542,                 1.0724,                 1.2334,                0.60689,                0.81754,                 0.8211,                 0.5427,                 1.0194,                 3.0461,                 1.1832,              0.0093169,              0.0093169,              0.0093169
                     71,                 1.1949,                0.99317,                  1.189,                0.60689,                0.81754,                 0.8211,                 0.5427,                 1.0194,                 3.0461,                 1.1832,               0.009307,               0.009307,               0.009307
                     72,                 1.0978,                0.91971,                 1.1339,                0.94643,                0.85538,                0.95095,                 0.7181,                0.94484,                 1.0417,                 1.1193,              0.0092971,              0.0092971,              0.0092971
                     73,                 1.1302,                 0.8164,                 1.1094,                0.94643,                0.85538,                0.95095,                 0.7181,                0.94484,                 1.0417,                 1.1193,              0.0092872,              0.0092872,              0.0092872
                     74,                 1.0798,                0.91211,                 1.2217,                0.61536,                0.64919,                0.80874,                0.58708,                 1.0565,                 1.5611,                 1.1646,              0.0092773,              0.0092773,              0.0092773
                     75,                 1.0438,                0.82687,                 1.1265,                0.61536,                0.64919,                0.80874,                0.58708,                 1.0565,                 1.5611,                 1.1646,              0.0092674,              0.0092674,              0.0092674
                     76,                 1.0975,                0.89278,                 1.1149,                0.54269,                0.55562,                0.57952,                0.41432,                 1.1312,                 1.9327,                 1.2838,              0.0092575,              0.0092575,              0.0092575
                     77,                  1.191,                 1.0133,                 1.1961,                0.54269,                0.55562,                0.57952,                0.41432,                 1.1312,                 1.9327,                 1.2838,              0.0092476,              0.0092476,              0.0092476
                     78,                 1.1407,                0.89081,                 1.1072,                0.63833,                0.30314,                0.30319,                0.23047,                 1.3541,                 3.3368,                 1.4849,              0.0092377,              0.0092377,              0.0092377
                     79,                 1.0902,                0.88884,                 1.1596,                0.63833,                0.30314,                0.30319,                0.23047,                 1.3541,                 3.3368,                 1.4849,              0.0092278,              0.0092278,              0.0092278
                     80,                 1.0839,                0.93141,                 1.2125,                 0.7072,                0.76241,                0.88098,                0.66096,                  1.106,                  1.802,                 1.2422,              0.0092179,              0.0092179,              0.0092179
                     81,                 1.0525,                0.93482,                 1.1992,                 0.7072,                0.76241,                0.88098,                0.66096,                  1.106,                  1.802,                 1.2422,               0.009208,               0.009208,               0.009208
                     82,                 1.0894,                 0.8494,                 1.1049,                0.84805,                0.87456,                  0.995,                0.70258,                  1.184,                 1.1669,                 1.3172,              0.0091981,              0.0091981,              0.0091981
                     83,                 1.1154,                 0.8439,                 1.2281,                0.84805,                0.87456,                  0.995,                0.70258,                  1.184,                 1.1669,                 1.3172,              0.0091882,              0.0091882,              0.0091882
                     84,                 1.1176,                0.78053,                 1.1474,                0.84507,                0.87057,                0.98389,                0.74618,                 1.1011,                 1.2194,                 1.2062,              0.0091783,              0.0091783,              0.0091783
                     85,                 1.1761,                0.98997,                 1.1457,                0.84507,                0.87057,                0.98389,                0.74618,                 1.1011,                 1.2194,                 1.2062,              0.0091684,              0.0091684,              0.0091684
                     86,                 1.2292,                0.90048,                 1.1852,                0.77058,                0.95924,                0.97595,                0.72298,                 1.1555,                 1.1958,                 1.2564,              0.0091585,              0.0091585,              0.0091585
                     87,                 1.2267,                 1.0674,                 1.2037,                0.77058,                0.95924,                0.97595,                0.72298,                 1.1555,                 1.1958,                 1.2564,              0.0091486,              0.0091486,              0.0091486
                     88,                 1.1777,                0.94059,                  1.299,                0.75663,                      1,                0.98389,                0.70478,                 1.2046,                 1.2911,                 1.3048,              0.0091387,              0.0091387,              0.0091387
                     89,                 1.1073,                0.96238,                 1.1974,                0.75663,                      1,                0.98389,                0.70478,                 1.2046,                 1.2911,                 1.3048,              0.0091288,              0.0091288,              0.0091288
                     90,                 1.1458,                0.90566,                 1.1656,                0.83644,                0.90209,                0.98389,                 0.7085,                 1.1583,                 1.0153,                 1.2255,              0.0091189,              0.0091189,              0.0091189
                     91,                 1.0636,                0.84971,                 1.1062,                0.83644,                0.90209,                0.98389,                 0.7085,                 1.1583,                 1.0153,                 1.2255,               0.009109,               0.009109,               0.009109
                     92,                 1.0322,                0.85066,                 1.0709,                0.81895,                0.90524,                0.98389,                0.76348,                 1.0004,                0.87463,                 1.1271,              0.0090991,              0.0090991,              0.0090991
                     93,                0.98053,                0.76551,                 1.1539,                0.81895,                0.90524,                0.98389,                0.76348,                 1.0004,                0.87463,                 1.1271,              0.0090892,              0.0090892,              0.0090892
                     94,                 1.0229,                0.85047,                 1.0831,                0.79402,                0.91303,                  0.995,                0.67422,                 1.2097,                 1.0236,                 1.3249,              0.0090793,              0.0090793,              0.0090793
                     95,                 1.1537,                0.91495,                 1.1162,                0.79402,                0.91303,                  0.995,                0.67422,                 1.2097,                 1.0236,                 1.3249,              0.0090694,              0.0090694,              0.0090694
                     96,                  1.141,                0.78875,                 1.2145,                0.81243,                0.96806,                  0.995,                0.67927,                 1.1901,                0.98552,                 1.3019,              0.0090595,              0.0090595,              0.0090595
                     97,                 1.0713,                0.84287,                 1.1364,                0.81243,                0.96806,                  0.995,                0.67927,                 1.1901,                0.98552,                 1.3019,              0.0090496,              0.0090496,              0.0090496
                     98,                 1.1593,                0.93383,                 1.1407,                0.83883,                0.84894,                  0.995,                0.76076,                 1.0681,                 1.1023,                 1.1817,              0.0090397,              0.0090397,              0.0090397
                     99,                 1.0805,                 0.8092,                 1.1947,                0.83883,                0.84894,                  0.995,                0.76076,                 1.0681,                 1.1023,                 1.1817,              0.0090298,              0.0090298,              0.0090298
                    100,                 1.0588,                0.81132,                 1.0659,                0.86658,                0.99269,                  0.995,                 0.7021,                  1.178,                0.81279,                 1.2401,              0.0090199,              0.0090199,              0.0090199
                    101,                 1.1108,                0.87745,                 1.1069,                0.86658,                0.99269,                  0.995,                 0.7021,                  1.178,                0.81279,                 1.2401,                0.00901,                0.00901,                0.00901
                    102,                0.99037,                0.73634,                 1.0747,                0.91697,                 0.9698,                0.98389,                0.71476,                 1.1489,                0.81124,                 1.2743,              0.0090001,              0.0090001,              0.0090001
                    103,                 1.0804,                0.81053,                 1.1222,                0.91697,                 0.9698,                0.98389,                0.71476,                 1.1489,                0.81124,                 1.2743,              0.0089902,              0.0089902,              0.0089902
                    104,                 1.1209,                0.76455,                 1.0951,                0.82209,                 0.8685,                0.93944,                0.71049,                 1.0671,                 1.1158,                 1.2007,              0.0089803,              0.0089803,              0.0089803
                    105,                 1.0683,                0.77801,                  1.112,                0.82209,                 0.8685,                0.93944,                0.71049,                 1.0671,                 1.1158,                 1.2007,              0.0089704,              0.0089704,              0.0089704
                    106,                 1.1997,                0.92005,                 1.3628,                0.79458,                0.86169,                0.97595,                0.77823,                0.95298,                 1.0765,                 1.1077,              0.0089605,              0.0089605,              0.0089605
                    107,                 1.0838,                0.70721,                 1.0817,                0.79458,                0.86169,                0.97595,                0.77823,                0.95298,                 1.0765,                 1.1077,              0.0089506,              0.0089506,              0.0089506
                    108,                 1.0315,                0.87152,                 1.1072,                0.85974,                0.89454,                0.96167,                0.76333,                0.86618,                0.90563,                 1.0541,              0.0089407,              0.0089407,              0.0089407
                    109,                 1.0873,                0.86522,                 1.1829,                0.85974,                0.89454,                0.96167,                0.76333,                0.86618,                0.90563,                 1.0541,              0.0089308,              0.0089308,              0.0089308
                    110,                0.93092,                0.67637,                 1.0441,                0.86268,                0.92828,                0.94794,                0.66434,                 1.0363,                0.97884,                 1.1851,              0.0089209,              0.0089209,              0.0089209
                    111,                0.86202,                0.68752,                 1.0042,                0.86268,                0.92828,                0.94794,                0.66434,                 1.0363,                0.97884,                 1.1851,               0.008911,               0.008911,               0.008911
                    112,                 1.1902,                 1.0947,                 1.1632,                0.68813,                0.88413,                0.94167,                0.64482,                 1.1454,                 1.4084,                  1.273,              0.0089011,              0.0089011,              0.0089011
                    113,                0.97024,                0.81364,                  1.039,                0.68813,                0.88413,                0.94167,                0.64482,                 1.1454,                 1.4084,                  1.273,              0.0088912,              0.0088912,              0.0088912
                    114,                 1.0501,                0.68074,                 1.1489,                0.81256,                0.91417,                  0.995,                0.74307,                0.94335,                  1.046,                 1.0981,              0.0088813,              0.0088813,              0.0088813
                    115,                 1.0151,                0.82704,                 1.0943,                0.81256,                0.91417,                  0.995,                0.74307,                0.94335,                  1.046,                 1.0981,              0.0088714,              0.0088714,              0.0088714
                    116,                  1.068,                0.74356,                 1.0849,                0.83514,                0.92294,                0.98389,                0.75815,                0.87257,                0.89804,                 1.0587,              0.0088615,              0.0088615,              0.0088615
                    117,                0.99314,                 0.7183,                 1.0847,                0.83514,                0.92294,                0.98389,                0.75815,                0.87257,                0.89804,                 1.0587,              0.0088516,              0.0088516,              0.0088516
                    118,                 1.0532,                0.71447,                  1.063,                  0.784,                0.85943,                0.93167,                0.75244,                0.84356,                0.84291,                 1.0476,              0.0088417,              0.0088417,              0.0088417
                    119,                 1.0369,                0.68336,                  1.035,                  0.784,                0.85943,                0.93167,                0.75244,                0.84356,                0.84291,                 1.0476,              0.0088318,              0.0088318,              0.0088318
                    120,                 1.0596,                0.73852,                 1.0468,                 0.8679,                0.73806,                 0.8953,                0.73585,                0.82745,                0.93237,                 1.0279,              0.0088219,              0.0088219,              0.0088219
                    121,                 1.1398,                0.80543,                 1.2124,                 0.8679,                0.73806,                 0.8953,                0.73585,                0.82745,                0.93237,                 1.0279,               0.008812,               0.008812,               0.008812
                    122,                  1.047,                0.74161,                 1.0795,                0.86266,                0.75706,                0.89842,                0.74306,                0.83613,                0.97249,                 1.0179,              0.0088021,              0.0088021,              0.0088021
                    123,                0.99118,                0.77533,                 1.0267,                0.86266,                0.75706,                0.89842,                0.74306,                0.83613,                0.97249,                 1.0179,              0.0087922,              0.0087922,              0.0087922
                    124,                 1.0186,                0.78294,                 1.0754,                  0.947,                0.75618,                0.93364,                0.74023,                0.86077,                0.89271,                 1.0217,              0.0087823,              0.0087823,              0.0087823
                    125,                0.99722,                0.68063,                   1.06,                  0.947,                0.75618,                0.93364,                0.74023,                0.86077,                0.89271,                 1.0217,              0.0087724,              0.0087724,              0.0087724
                    126,                0.98072,                0.72549,                 1.1321,                0.88158,                0.90159,                0.95864,                0.74186,                 0.9102,                0.84422,                  1.043,              0.0087625,              0.0087625,              0.0087625
                    127,                 1.0939,                0.82806,                  1.146,                0.88158,                0.90159,                0.95864,                0.74186,                 0.9102,                0.84422,                  1.043,              0.0087526,              0.0087526,              0.0087526
                    128,                 1.0972,                0.76047,                   1.08,                0.91448,                0.89898,                0.97595,                0.75196,                0.94899,                0.83426,                 1.0746,              0.0087427,              0.0087427,              0.0087427
                    129,                 1.0473,                0.76614,                 1.0717,                0.91448,                0.89898,                0.97595,                0.75196,                0.94899,                0.83426,                 1.0746,              0.0087328,              0.0087328,              0.0087328
                    130,                 1.0868,                0.81594,                 1.2376,                0.76117,                0.98187,                0.96262,                0.74801,                0.88792,                0.74103,                 1.0451,              0.0087229,              0.0087229,              0.0087229
                    131,                0.94627,                0.68538,                 1.0307,                0.76117,                0.98187,                0.96262,                0.74801,                0.88792,                0.74103,                 1.0451,               0.008713,               0.008713,               0.008713
                    132,                 1.0272,                0.73385,                 1.0707,                0.72637,                0.99373,                0.93762,                0.72885,                0.90085,                0.87091,                 1.0415,              0.0087031,              0.0087031,              0.0087031
                    133,                 1.1156,                0.81043,                 1.0673,                0.72637,                0.99373,                0.93762,                0.72885,                0.90085,                0.87091,                 1.0415,              0.0086932,              0.0086932,              0.0086932
                    134,                 0.9428,                0.65297,                0.99847,                0.88256,                0.82643,                0.97278,                0.73399,                0.95709,                0.88503,                 1.0505,              0.0086833,              0.0086833,              0.0086833
                    135,                0.98626,                0.76604,                 1.1102,                0.88256,                0.82643,                0.97278,                0.73399,                0.95709,                0.88503,                 1.0505,              0.0086734,              0.0086734,              0.0086734
                    136,                0.98987,                 0.7513,                   1.22,                0.93503,                0.91717,                  0.995,                0.75386,                0.97413,                 0.7089,                 1.0474,              0.0086635,              0.0086635,              0.0086635
                    137,                 1.0358,                0.74622,                 1.1068,                0.93503,                0.91717,                  0.995,                0.75386,                0.97413,                 0.7089,                 1.0474,              0.0086536,              0.0086536,              0.0086536
                    138,                0.95702,                0.67908,                 1.0555,                0.83747,                0.93924,                0.95373,                0.73422,                0.97972,                0.81099,                 1.0517,              0.0086437,              0.0086437,              0.0086437
                    139,                 1.0389,                0.73026,                  1.062,                0.83747,                0.93924,                0.95373,                0.73422,                0.97972,                0.81099,                 1.0517,              0.0086338,              0.0086338,              0.0086338
                    140,                 1.0564,                0.74957,                 1.1344,                0.84756,                0.91233,                0.98389,                0.74908,                0.94982,                 0.7358,                 1.0555,              0.0086239,              0.0086239,              0.0086239
                    141,                0.89078,                0.61918,                0.98754,                0.84756,                0.91233,                0.98389,                0.74908,                0.94982,                 0.7358,                 1.0555,               0.008614,               0.008614,               0.008614
                    142,                0.97643,                0.65879,                 1.1221,                0.84738,                0.81066,                0.98389,                0.76711,                0.96093,                0.83338,                  1.078,              0.0086041,              0.0086041,              0.0086041
                    143,                 1.0325,                0.71192,                 1.1515,                0.84738,                0.81066,                0.98389,                0.76711,                0.96093,                0.83338,                  1.078,              0.0085942,              0.0085942,              0.0085942
                    144,                0.88179,                0.59226,                0.99773,                0.91989,                 0.8432,                   0.97,                 0.7265,                0.99192,                0.79185,                 1.0729,              0.0085843,              0.0085843,              0.0085843
                    145,                 1.1181,                0.74633,                 1.0383,                0.91989,                 0.8432,                   0.97,                 0.7265,                0.99192,                0.79185,                 1.0729,              0.0085744,              0.0085744,              0.0085744
                    146,                0.90708,                0.62056,                 1.0272,                0.86104,                0.86665,                0.89167,                0.68136,                 1.0193,                0.85418,                 1.1115,              0.0085645,              0.0085645,              0.0085645
                    147,                0.99619,                0.83948,                 1.0977,                0.86104,                0.86665,                0.89167,                0.68136,                 1.0193,                0.85418,                 1.1115,              0.0085546,              0.0085546,              0.0085546
                    148,                0.89798,                0.67467,                 1.0399,                0.74819,                    0.8,                0.80443,                0.62157,                0.95548,                0.91357,                 1.0698,              0.0085447,              0.0085447,              0.0085447
                    149,                 0.9219,                0.60453,                 1.0444,                0.74819,                    0.8,                0.80443,                0.62157,                0.95548,                0.91357,                 1.0698,              0.0085348,              0.0085348,              0.0085348
                    150,                 1.0414,                0.80125,                 1.0927,                0.81635,                0.93127,                0.88127,                0.70985,                 0.8969,                0.92164,                 1.0473,              0.0085249,              0.0085249,              0.0085249
                    151,                0.95799,                 0.6692,                 1.0652,                0.81635,                0.93127,                0.88127,                0.70985,                 0.8969,                0.92164,                 1.0473,               0.008515,               0.008515,               0.008515
                    152,                0.90734,                0.63883,                 1.0153,                0.92684,                      1,                  0.995,                 0.8286,                 0.8606,                0.63052,                 1.0265,              0.0085051,              0.0085051,              0.0085051
                    153,                 1.0271,                0.64959,                 1.0034,                0.92684,                      1,                  0.995,                 0.8286,                 0.8606,                0.63052,                 1.0265,              0.0084952,              0.0084952,              0.0084952
                    154,                 1.0118,                0.80978,                 1.1523,                0.97093,                0.99721,                  0.995,                0.78935,                0.84855,                0.56394,                 1.0218,              0.0084853,              0.0084853,              0.0084853
                    155,                0.98842,                 0.6953,                 1.1552,                0.97093,                0.99721,                  0.995,                0.78935,                0.84855,                0.56394,                 1.0218,              0.0084754,              0.0084754,              0.0084754
